timestamp,checklist_name,item_text,action,user,completion_status
2026-01-12T10:04:47,Opening,Cloud and Pour,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:28,Closing,Read and enter microbial results into Qbench,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:28,Closing,Ensure all overnight and automated tests are running,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:29,Closing,Check the Master Log for pending or unresolved items,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:31,Closing,Move all samples tested today into retain,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:32,Closing,Clean out KF vessels with methanol and set to dry,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:33,Closing,Move all glassware to the prep station,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:33,Closing,Rinse used glassware with acetone,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:34,Closing,Load and run the dishwasher,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:35,Closing,Clean and reset each station for the next day,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:37,Closing,Replace and properly dispose of soiled absorbent pads,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:37,Closing,Restock Kimwipes,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:38,Closing,Place Eraspec filters in Ultrasonic bath,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:38,Closing,Refill ASTM QC samples,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:40,Closing,Refill all cleaning solvents,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:40,Closing,Clean syringes with methanol,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:41,Closing,Take out trash,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:42,Closing,Empty all full waste containers (Check all 4),CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:43,Closing,"Ensure main waste container is sealed, clean, and leak-free",CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:43,Closing,Check gas levels,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:44,Closing,Vacuum the lab,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:44,Closing,Turn off all fume hoods,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:46,Closing,Auto Grabner,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:46,Closing,Eraspec,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:47,Closing,Copper Bath,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:47,Closing,Thermal Bath,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:48,Closing,Visual camera and lights,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:48,Closing,Water & Sed camera and lights,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:49,Closing,Particle Counter,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:49,Closing,PetroOxy,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:50,Closing,PetroOxy,UNCHECKED,ryan,INCOMPLETE
2026-01-12T16:50:51,Closing,Colorimeter,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:53,Closing,Color Machine,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:54,Closing,Scale,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:54,Closing,Viscosity,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:55,Closing,FBT,CHECKED,ryan,INCOMPLETE
2026-01-12T16:50:55,Closing,Turn off all lab lights,CHECKED,ryan,INCOMPLETE
2026-01-13T08:07:53,Opening,Power on fans & Ventilation Systems,CHECKED,kejuan,INCOMPLETE
2026-01-13T08:08:04,Opening,Check and Record Gas Levels (Replace if under 300 PSI),CHECKED,kejuan,INCOMPLETE
2026-01-13T08:30:23,Opening,Put away dry glassware ,CHECKED,kejuan,INCOMPLETE
2026-01-13T08:30:23,Opening,"Empty Dishwasher, put away, or set to dry",CHECKED,kejuan,INCOMPLETE
2026-01-13T08:30:24,Opening,Empty Ultrasonic Cleaner (if still wet set to dry),CHECKED,kejuan,INCOMPLETE
2026-01-13T08:30:36,Opening,Verify that all parser instances are still running,CHECKED,kejuan,INCOMPLETE
2026-01-13T08:35:42,Opening,Check Equipment Manager (EQM) to see that all nightly testing machines were in spec,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:14:21,Opening,Check Master Spreadsheet to see that all nightly testing was completed.,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:14:22,Opening,Check Master Spreadsheet to see that all nightly testing was completed.,UNCHECKED,kejuan,INCOMPLETE
2026-01-13T09:14:32,Opening,Check Master Spreadsheet to see that all nightly testing was completed.,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:14:55,Opening,Create Karl Fisher Vessel and precondition them,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:14:56,Opening,Eraspec,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:14:57,Opening,Flash Machines,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:15:04,Opening,Turn on the copper bath,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:49,Opening,Create Karl Fisher Vessel and precondition them,UNCHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:50,Opening,Cloud and Pour,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:50,Opening,Create Karl Fisher Vessel and precondition them,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:51,Opening,Create Karl Fisher Vessel and precondition them,UNCHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:51,Opening,Eraspec,UNCHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:52,Opening,Eraspec,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:52,Opening,Run QC on the following Machines and verify their resutls on the EQM,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:52,Opening,Eraspec,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:52,Opening,Flash Machines,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:52,Opening,Sulfur Machines,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:52,Opening,GC,CHECKED,kejuan,INCOMPLETE
2026-01-13T09:33:53,Opening,Create Karl Fisher Vessel and precondition them,CHECKED,kejuan,INCOMPLETE
2026-01-13T17:32:37,Opening,Sulfur (Solvent: Toluene),CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:38,Opening,GC (Solvent: Acetone),CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:39,Closing,Ensure all overnight and automated tests are running,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:40,Closing,Check the Master Log for pending or unresolved items,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:42,Closing,Move all samples tested today into retain,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:43,Closing,Clean out KF vessels with methanol and set to dry,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:44,Closing,Move all glassware to the prep station,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:45,Closing,Rinse used glassware with acetone,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:48,Closing,Clean and reset each station for the next day,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:49,Closing,Load and run the dishwasher,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:51,Closing,Replace and properly dispose of soiled absorbent pads,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:51,Closing,Restock Kimwipes,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:53,Closing,Place Eraspec filters in Ultrasonic bath,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:53,Closing,Refill ASTM QC samples,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:55,Closing,Clean syringes with methanol,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:56,Closing,Refill all cleaning solvents,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:57,Closing,Take out trash,CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:58,Closing,Empty all full waste containers (Check all 4),CHECKED,ryan,INCOMPLETE
2026-01-13T17:32:59,Closing,Check gas levels,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:00,Closing,"Ensure main waste container is sealed, clean, and leak-free",CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:01,Closing,Vacuum the lab,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:01,Closing,Turn off all fume hoods,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:04,Closing,Eraspec,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:06,Closing,Auto Grabner,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:08,Closing,Copper Bath,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:08,Closing,Thermal Bath,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:09,Closing,Visual camera and lights,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:10,Closing,Particle Counter,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:11,Closing,Water & Sed camera and lights,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:12,Closing,PetroOxy,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:13,Closing,Colorimeter,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:13,Closing,Color Machine,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:14,Closing,Scale,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:16,Closing,Viscosity,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:17,Closing,PetroOxy,UNCHECKED,ryan,INCOMPLETE
2026-01-13T17:33:18,Closing,Particle Counter,UNCHECKED,ryan,INCOMPLETE
2026-01-13T17:33:22,Closing,FBT,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:23,Closing,Turn off all lab lights,CHECKED,ryan,INCOMPLETE
2026-01-13T17:33:26,Closing,Check gas levels,UNCHECKED,ryan,INCOMPLETE
2026-01-13T17:33:28,Closing,Take out trash,UNCHECKED,ryan,INCOMPLETE
2026-01-14T08:56:20,Opening,Power on fans & Ventilation Systems,CHECKED,kejuan,INCOMPLETE
2026-01-14T08:56:21,Opening,Check and Record Gas Levels (Replace if under 300 PSI),CHECKED,kejuan,INCOMPLETE
2026-01-14T08:56:23,Opening,Put away dry glassware ,CHECKED,kejuan,INCOMPLETE
2026-01-14T08:56:24,Opening,"Empty Dishwasher, put away, or set to dry",CHECKED,kejuan,INCOMPLETE
2026-01-14T08:56:29,Opening,Verify that all parser instances are still running,CHECKED,kejuan,INCOMPLETE
2026-01-14T08:56:34,Opening,Check Equipment Manager (EQM) to see that all nightly testing machines were in spec,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:06,Opening,Empty Ultrasonic Cleaner (if still wet set to dry),CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:09,Opening,Check Master Spreadsheet to see that all nightly testing was completed.,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:13,Opening,Check Master Spreadsheet to see that all nightly testing was completed.,UNCHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:17,Opening,Create Karl Fisher Vessel and precondition them,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:18,Opening,Flash Machines,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:19,Opening,Run QC on the following Machines and verify their resutls on the EQM,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:19,Opening,Eraspec,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:19,Opening,Flash Machines,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:19,Opening,Sulfur Machines,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:19,Opening,GC,CHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:25,Opening,Sulfur Machines,UNCHECKED,kejuan,INCOMPLETE
2026-01-14T09:27:25,Opening,GC,UNCHECKED,kejuan,INCOMPLETE
2026-01-14T09:28:09,Opening,Turn on the copper bath,CHECKED,kejuan,INCOMPLETE
